Prezzo,Locali,Superficie,Bagni,Piano
310000,4,120,2,0
35000,1,16,1,0
440000,2,55,1,0
449000,5,180,2,-1
210000,1,43,1,0
169000,2,54,1,5
527000,3,100,2,50
155000,3,72,1,3
295000,4,100,2,0.5
275000,3,110,1,1
250000,3,75,1,8
155000,2,56,1,1
790000,5,180,2,50
198000,1,30,1,3
219000,3,81,1,2
140000,3,90,1,2
169000,2,50,1,0
299000,3,85,2,4
640000,6,165,2,1
289000,5,120,2,1
785000,5,181,2,2
359000,5,140,2,1
275000,3,103,2,2
142000,2,55,2,0
229000,3,85,1,7
471000,4,143,2,1
680000,3,90,2,1
145000,2,72,1,2
550000,2,87,1,1
259000,4,110,1,5
1200000,5,200,3,4
175000,2,70,1,0.5
269000,4,130,2,3
650000,6,170,2,0
375000,3,90,1,7
289000,3,80,1,1
155000,2,40,1,1
1050000,6,170,3,0
599000,5,172,2,4
565000,4,170,2,0
289000,2,55,1,0.5
259000,2,81,1,0
159000,3,80,1,1
139000,2,55,1,1
320000,3,127,2,0
325000,3,93,2,1
660000,6,170,2,3
660000,6,170,2,3
269000,3,75,1,0
700000,5,130,2,0
320000,3,90,1,3
629000,6,135,3,0
385000,4,115,1,4
145000,3,60,2,1
179000,3,60,1,-1
129000,3,65,1,0
205000,2,55,1,1
280000,3,90,1,1
280000,2,55,1,2
229000,3,80,2,2
187000,4,122,2,1
530000,6,110,3,50
59000,2,57,1,0
315000,3,115,2,1
300000,3,98,1,3
230000,2,66,1,3
169000,2,60,1,0
200000,2,56,1,0
299000,5,130,2,1
124000,2,70,1,0
105000,2,60,1,0
225000,4,65,1,9
679000,4,105,1,4
228000,3,85,1,4
1400000,5,120,2,2
265000,2,82,1,3
300000,2,60,1,2
539000,4,150,2,1
440000,3,80,1,2
457000,2,63,1,1
650000,4,100,2,4
395000,5,110,1,0
59000,1,30,1,1
66000,1,47,1,0
176000,3,65,1,1
91000,2,40,1,2
730000,6,162,2,1
295000,4,130,2,3
419000,3,105,1,1
176000,3,62,1,2
210000,3,70,1,2
185000,2,50,1,1
100000,2,30,1,0
110000,1,40,1,2
69000,1,40,1,3
245000,3,94,1,0.5
639000,4,135,2,3
260000,2,70,1,7
235000,2,70,1,8
420000,3,90,1,1
419000,4,120,2,1
1000000,6,152,2,4
2750000,6,260,3,50
189000,3,82,1,1
205000,2,80,1,0
245000,1,36,1,0
430000,4,111,2,1
139000,3,66,1,5
650000,3,82,1,2
1250000,5,235,3,6
259000,2,58,1,1
920000,5,165,2,3
790000,3,80,2,3
900000,4,220,3,3
565000,4,120,2,1
699000,3,200,2,3
450000,5,145,2,4
255000,3,105,1,1
590000,5,160,2,4
1150000,6,200,3,0.5
129000,2,40,1,0
360000,3,75,1,0
1250000,6,190,3,3
280000,4,110,2,2
625000,4,120,2,0
470000,5,135,2,2
500000,3,105,2,50
280000,3,75,1,5
355000,4,95,2,3
295000,3,120,2,0
245000,2,75,1,1
175000,2,52,1,0
280000,2,115,1,3
250000,2,90,1,4
730000,2,89,1,6
145000,1,40,1,2
210000,2,67,1,6
260000,3,100,1,2
289000,4,130,1,1
215000,2,76,1,4
670000,4,178,3,2
159000,2,73,1,1
159000,3,78,1,4
248000,4,90,2,0
315000,2,75,1,50
525000,6,180,2,2
1350000,6,230,3,50
580000,4,100,2,4
79000,1,18,1,-1
545000,4,115,2,2
139000,3,65,1,0.5
89000,2,58,1,0.5
650000,4,115,2,4
280000,3,80,2,1
155000,2,50,1,1
690000,6,170,2,1
275000,2,70,1,0
545000,4,140,2,2
530000,4,156,2,2
1150000,6,180,2,50
449000,4,136,2,7
480000,3,85,2,6
515000,3,108,1,7
648000,4,150,3,0
1050000,4,180,4,1
60000,2,65,1,50
228000,3,85,1,4
329000,4,110,1,1
530000,3,96,2,5
210000,3,78,1,5
395000,4,115,2,3
239000,3,90,1,2
230000,1,75,1,6
610000,5,150,3,1
480000,4,120,2,8
240000,4,101,2,0
289000,2,60,1,5
419000,4,105,1,1
2350000,6,400,4,3
404500,3,119,2,3
175000,3,90,1,0
169000,2,42,1,1
268000,3,68,1,2
300000,3,73,2,1
230000,2,53,1,1
430000,5,121,2,0
320000,3,85,2,8
499000,4,135,2,1
290000,2,65,1,6
255000,3,81,1,3
320000,6,130,2,0
350000,6,130,2,2
490000,5,195,3,50
159000,2,89,2,2
185000,3,70,1,1
795000,4,115,2,5
247000,3,71,1,1
247000,2,53,1,1
80000,1,56,1,50
215000,3,75,1,1
205000,3,90,1,2
149000,3,90,1,1
189000,3,75,1,50
98000,2,50,1,1
185000,3,85,1,1
239000,3,75,2,50
219000,3,88,1,8
259000,3,90,1,0
225000,3,90,2,6
299000,4,110,1,3
238000,2,65,1,0
379000,4,115,2,50
295000,3,140,2,3
485000,4,116,1,1
250000,4,97,2,2
285000,3,110,1,3
289000,3,120,2,2
159000,3,81,1,1
179000,2,65,1,4
649000,5,180,2,50
249000,2,68,1,2
429000,3,110,2,1
435000,3,100,1,2
160000,2,50,1,1
99000,2,48,1,3
169000,3,90,1,50
315000,3,80,1,2
349000,4,150,2,0
700000,5,140,2,0.5
148000,2,78,1,2
210000,3,70,1,2
495000,4,135,2,5
149000,1,40,1,4
425000,3,111,1,4
239000,5,135,2,50
335000,4,110,2,1
169000,2,62,1,1
139000,3,73,1,2
351000,3,76,2,6
330000,3,130,1,0
130000,3,97,1,50
635000,4,170,2,6
85000,1,25,1,-1
199000,3,80,1,0.5
320000,3,100,1,2
329000,4,135,2,2
240000,2,50,1,1
410000,4,130,1,1
780000,5,190,2,4
295000,4,133,2,5
149000,2,65,1,3
239000,3,96,1,3
740000,5,190,3,1
260000,3,115,1,1
259000,4,95,1,4
205000,2,50,1,5
349000,3,100,2,0
209000,3,90,1,3
595000,4,105,2,3
199000,2,55,1,1
163000,3,60,2,4
790000,5,200,3,2
180000,2,70,1,3
1095000,6,180,2,0.5
355000,4,120,2,4
170000,2,70,1,4
235000,2,75,1,6
339000,3,90,1,4
123000,2,50,1,50
480000,3,105,1,4
660000,6,190,3,0
209000,2,76,1,5
750000,3,110,2,50
209000,3,85,1,7
129000,2,55,1,1
569000,5,189,3,2
249000,2,70,1,1
220000,3,75,1,0
150000,3,100,2,0
135000,4,90,2,1
790000,6,300,4,0
220000,3,98,1,0
495000,3,110,2,1
299000,2,65,1,3
239000,3,113,2,2
330000,3,133,2,0.5
230000,2,38,1,50
190000,1,52,1,3
199000,3,70,1,1
440000,4,145,2,1
190000,3,65,1,-1
460000,3,105,1,3
245000,2,70,1,1
1100000,6,252,4,50
659000,3,107,2,2
270000,3,85,2,0
679000,5,176,3,1
649000,4,160,2,6
280000,4,120,1,50
185000,3,70,2,0
485000,3,100,2,3
175000,3,63,1,0
119000,2,60,1,2
319000,4,120,2,7
199000,3,85,1,1
450000,4,113,1,5
279000,4,143,2,1
269000,3,100,2,1
249000,3,100,1,5
299000,3,120,2,50
255000,3,92,1,0.5
330000,4,120,2,3
219000,2,60,1,3
270000,3,92,1,1
399000,3,80,2,4
305000,3,100,2,2
135000,3,75,1,1
185000,2,50,1,3
850000,4,140,2,3
380000,3,70,1,1
900000,6,160,4,1
495000,3,106,2,5
1300000,4,159,3,3
465000,5,155,2,3
350000,6,80,1,0
580000,6,105,2,4
359000,3,95,2,1
165000,1,42,1,0
398000,3,112,2,3
280000,3,110,1,1
245000,2,50,1,1
229000,3,95,2,1
165000,2,45,1,1
479000,3,130,2,50
180000,2,50,1,1
845000,6,207,2,2
220000,3,85,1,50
395000,3,115,2,1
398000,3,125,2,0
349000,2,75,1,3
945000,6,240,3,1
1080000,5,135,2,3
380000,3,97,2,1
335000,4,140,2,5
179000,2,55,1,1
550000,5,165,3,3
155000,2,65,1,3
179000,2,48,1,1
399000,3,130,2,5
300000,2,67,1,3
430000,3,125,2,1
1150000,6,256,3,1
369000,3,80,1,2
349000,3,85,1,2
289000,3,100,1,2
179000,3,100,1,3
498000,5,150,2,50
83000,2,42,1,2
350000,4,120,2,0
410000,5,110,1,2
339000,3,120,1,0
219000,2,57,1,0
320000,2,50,1,50
179000,2,65,1,3
780000,5,196,2,50
445000,4,120,2,50
169000,3,55,1,0
219000,3,103,1,1
259000,3,100,2,3
113000,2,45,1,0
150000,3,95,2,1
320000,3,85,2,2
289000,4,120,2,1
90000,1,27,1,5
295000,2,70,1,2
220000,2,50,1,1
179000,3,105,1,2
395000,4,100,2,1
419000,4,125,1,3
165000,3,80,1,50
249000,2,55,1,4
199000,3,79,1,4
330000,3,85,2,3
370000,5,160,2,0.5
135000,2,55,1,0.5
289000,3,105,1,2
684000,3,158,2,12
185000,2,51,1,50
265000,2,60,1,50
260000,3,90,2,-1
479000,5,200,3,1
1330000,6,180,4,50
1100000,6,314,4,0
190000,3,65,1,5
440000,4,160,2,5
215000,3,80,1,5
665000,4,115,2,3
280000,2,62,1,1
259000,3,90,1,2
399000,6,145,2,7
389000,3,105,2,1
185000,2,59,1,1
300000,4,110,2,1
249000,3,95,1,0
155000,2,70,1,2
129000,2,49,1,1
239000,3,85,1,50
279000,3,105,1,4
250000,2,50,1,3
149000,2,76,1,1
309000,3,85,2,4
210000,2,50,1,50
590000,3,115,2,1
495000,6,150,2,7
450000,3,85,1,50
185000,3,75,1,4
495000,4,140,2,2
399000,4,150,2,2
220000,3,85,1,50
269000,3,100,2,5
95000,2,55,1,50
245000,2,70,1,0
1150000,5,150,4,1
195000,3,77,1,2
290000,3,84,1,2
650000,6,145,2,1
390000,4,140,2,0
235000,2,65,1,1
550000,4,140,1,5
445000,3,90,1,2
350000,4,110,2,2
179000,3,60,1,2
370000,2,70,1,7
250000,3,92,1,3
2000000,6,220,3,3
220000,3,85,2,0
285000,6,170,3,0
780000,5,155,3,1
750000,6,199,2,4
439000,3,85,1,4
380000,4,135,1,5
850000,2,85,1,3
780000,4,155,2,2
1590000,6,200,2,5
199000,3,101,2,0.5
135000,3,70,1,0.5
199000,4,120,2,2
450000,5,130,3,1
340000,4,119,2,0
179000,2,73,1,0
265000,3,120,2,6
309000,4,100,2,1
87000,2,42,1,1
459000,5,150,2,1
310000,3,90,1,1
335000,3,90,2,0
290000,3,92,1,50
539000,5,141,2,2
649000,5,170,2,50
415000,5,170,2,2
529000,5,150,2,1
279000,4,115,2,6
870000,3,95,1,50
319000,3,95,2,50
219000,2,64,1,0
360000,3,105,2,6
89000,2,35,1,3
104000,2,59,1,3
600000,5,162,2,3
230000,2,55,1,0
690000,4,140,3,0.5
1750000,6,200,4,50
199000,2,78,1,-1
560000,6,160,2,2
399000,3,128,1,2
192000,4,80,2,1
510000,3,108,2,3
75000,1,35,1,0
890000,4,150,1,3
1490000,6,230,4,50
295000,4,128,2,9
169000,4,120,2,1
197000,2,53,1,1
220000,1,40,1,0
780000,6,215,2,2
149000,2,60,1,1
279000,4,95,1,4
269000,4,92,2,1
990000,3,145,2,0.5
398000,3,63,2,4
440000,3,90,2,1
290000,3,130,2,1
475000,4,120,2,1
470000,3,90,2,4
375000,3,95,1,4
470000,3,90,2,4
149000,2,35,1,50
254000,3,95,2,2
590000,4,150,2,1
105000,2,65,1,4
1100000,6,240,3,50
250000,3,85,1,50
380000,3,105,2,3
220000,2,55,1,0.5
790000,6,200,2,2
680000,4,170,2,2
215000,3,72,2,50
230000,2,65,1,50
185000,3,62,1,2
220000,3,115,2,0
730000,6,180,2,50
360000,3,90,2,1
169000,2,55,1,1
360000,2,74,1,0
109000,2,48,1,3
460000,3,125,1,6
129000,2,40,1,2
368000,5,104,1,4
1080000,6,207,2,4
195000,3,94,1,50
2100000,6,240,3,1
350000,3,81,1,4
199000,3,110,2,1
500000,6,150,2,2
209000,2,65,1,1
159000,2,45,1,5
299000,3,100,2,50
259000,2,70,1,1
195000,2,45,1,0
329000,4,175,2,1
550000,4,130,1,50
560000,5,140,3,1
199000,2,70,1,0
249000,4,100,1,2
375000,3,85,2,3
479000,5,110,2,0
115000,2,44,1,0.5
490000,4,125,2,5
297000,3,100,1,1
320000,3,90,2,50
235000,2,74,1,4
390000,2,120,1,50
670000,2,75,1,2
199000,2,51,1,0
185000,3,79,1,4
350000,2,99,1,50
195000,2,75,1,5
319000,3,130,1,5
395000,4,135,2,1
189000,3,65,1,1
105000,3,67,1,3
219000,3,74,1,-1
359000,3,80,2,1
359000,5,150,2,1
240000,4,90,2,1
340000,3,80,1,50
275000,3,82,1,5
295000,3,110,2,2
120000,2,55,1,1
630000,6,137,2,2
198000,2,68,1,3
189000,2,57,1,1
350000,4,129,2,1
980000,6,207,2,3
235000,4,75,1,3
395000,5,75,1,3
740000,4,167,2,50
490000,5,122,1,4
295000,4,95,2,50
155000,3,75,1,8
320000,3,85,2,2
179000,2,40,1,0.5
149000,2,75,1,1
195000,2,55,1,1
310000,3,100,1,0.5
269000,3,90,2,0
299000,3,75,1,2
280000,3,110,1,50
210000,2,57,1,0
245000,2,55,1,4
209000,3,95,1,0
224000,3,86,1,2
123000,1,40,1,0
395000,4,149,2,2
750000,5,170,3,2
320000,5,110,2,1
1500000,6,200,2,5
265000,3,85,2,3
255000,3,100,1,3
270000,4,80,1,1
185000,2,50,1,0
219000,4,120,1,1
319000,4,95,2,4
135000,1,30,1,3
249000,3,86,2,0.5
189000,3,74,1,0
340000,2,50,1,50
180000,4,85,1,2
750000,4,119,1,2
325000,3,84,2,2
120000,3,120,1,50
329000,3,110,1,50
178000,2,50,1,1
560000,5,144,1,1
650000,6,220,4,1
440000,1,900,1,-1
579000,6,231,3,0
299000,3,80,2,50
109000,3,66,1,0
210000,2,52,1,1
369000,3,70,2,1
245000,4,110,2,1
210000,2,40,1,0
309000,2,90,1,1
109000,3,70,1,1
125000,3,75,1,1
115000,3,75,1,2
298000,3,70,2,1
107000,2,40,1,3
90000,2,40,1,-1
296000,3,75,1,50
129000,4,85,2,2
290000,3,95,1,2
399000,3,103,3,1
270000,3,81,1,1
300000,3,105,2,4
460000,6,200,3,1
150000,2,55,1,1
320000,3,100,1,2
1150000,6,200,3,1
290000,5,130,2,1
219000,3,100,1,1
950000,6,200,3,50
140000,2,55,1,2
179000,2,50,1,0
650000,3,98,1,3
99000,2,60,1,1
720000,4,150,2,3
240000,3,70,1,5
329000,4,130,2,5
285000,5,120,2,0
230000,2,60,1,50
235000,3,80,1,50
209000,2,60,1,1
145000,3,80,2,0
219000,3,77,2,2
129000,2,70,1,1
490000,4,150,1,0
850000,4,120,2,5
395000,4,121,2,1
465000,2,78,1,4
245000,4,85,2,4
125000,3,100,1,3
229000,2,50,1,3
305000,4,110,2,1
149000,3,95,1,2
397000,4,115,2,3
209000,2,54,1,0.5
119000,2,60,2,0
359000,2,80,1,2
139000,2,40,1,-1
290000,3,90,1,1
289000,4,80,2,0
134000,3,70,1,50
375000,3,85,1,1
238000,4,95,1,1
255000,1,75,1,0
269000,3,87,1,2
498000,4,138,2,5
145000,2,60,1,1
1090000,5,250,3,50
199000,3,90,2,0.5
300000,3,100,1,0
595000,6,180,3,2
370000,4,120,2,4
529000,5,170,2,6
219000,3,75,1,0
225000,3,110,1,4
246000,2,55,1,0
100000,1,37,1,50
240000,3,80,2,2
275000,2,54,1,0
395000,4,120,2,1
320000,3,99,2,6
170000,2,60,1,2
390000,3,90,1,5
460000,6,176,2,3
285000,3,78,1,50
239000,3,90,2,4
205000,2,60,1,6
89000,2,48,1,2
389000,4,140,2,1
190000,2,67,1,6
230000,3,83,2,0
165000,2,60,1,3
180000,1,55,1,0
239000,3,100,1,4
335000,5,150,2,1
99000,2,35,1,0
219000,2,56,1,1
260000,2,70,1,50
215000,3,90,1,4
259000,2,65,1,3
245000,2,65,1,1
440000,3,115,2,1
830000,6,250,3,2
165000,3,90,1,2
165000,2,50,1,4
397000,3,110,1,1
435000,3,95,2,2
310000,4,118,2,7
180000,2,59,1,0
160000,3,60,1,0
1544000,4,195,2,6
135000,1,33,1,0
410000,3,135,2,3
319000,5,139,2,4
229000,2,72,1,4
420000,2,55,1,50
250000,2,62,1,4
199000,3,65,1,2
250000,2,58,2,1
185000,3,70,1,1
219000,3,104,1,0
340000,4,130,2,0.5
470000,3,117,2,2
78000,1,20,1,1
185000,2,60,1,0
159000,3,70,2,3
215000,2,60,1,2
218000,3,70,1,50
450000,3,88,2,2
215000,3,90,1,3
280000,2,75,1,5
195000,3,75,1,1
491000,2,67,1,1
340000,2,34,1,1
749000,4,128,2,3
239000,3,80,2,0
560000,3,100,1,6
620000,3,115,2,3
235000,2,72,1,2
445000,4,100,2,6
235000,1,55,1,0
220000,2,74,1,3
348000,2,50,1,0.5
989000,4,180,2,2
359000,3,110,1,0
490000,3,130,2,50
170000,3,85,1,3
190000,2,60,1,6
355000,3,110,2,2
175000,2,65,1,0
489000,4,139,2,1
298000,4,114,1,1
830000,5,180,2,9
153000,2,75,1,3
335000,3,148,2,1
99000,2,50,1,1
345000,3,110,1,0
347000,4,125,2,2
185000,3,80,1,4
129000,2,65,1,1
199000,2,65,1,2
329000,2,61,1,0
120000,1,40,1,2
180000,2,70,1,0.5
186000,3,82,1,1
290000,3,72,1,0
660000,4,175,2,5
320000,2,85,1,1
800000,6,220,3,2
629000,5,160,3,50
169000,3,85,1,0
420000,4,110,2,5
139000,3,70,1,1
119000,3,80,2,1
150000,2,50,1,0
480000,4,130,2,3
199000,3,80,2,1
125000,3,65,1,3
50000,1,50,1,0
255000,5,130,2,7
480000,2,80,2,1
545000,4,152,2,3
250000,2,70,1,0
179000,2,65,1,4
420000,6,195,3,50
349000,3,106,1,5
510000,3,100,1,4
409000,4,140,2,1
229000,3,85,1,0
1700000,6,240,3,3
255000,3,100,1,1
209000,3,75,1,3
289000,4,95,2,3
395000,3,88,2,4
389000,4,95,3,4
740000,5,236,3,50
75000,2,35,1,-1
320000,3,90,1,1
290000,3,89,1,0
375000,3,95,1,8
198000,2,68,1,1
400000,3,75,2,2
235000,2,65,1,5
109000,2,60,1,0.5
330000,3,70,1,1
450000,3,118,2,50
429000,3,94,2,3
185000,6,600,2,0
309000,3,100,1,6
118000,2,59,1,1
370000,3,99,2,1
2100000,6,330,3,3
1390000,6,323,3,4
615000,4,145,2,4
65000,3,60,1,0.5
620000,4,100,1,5
320000,3,90,2,50
240000,2,94,1,50
235000,3,100,2,0
245000,2,65,1,5
165000,3,65,1,0
598000,5,161,2,2
1700000,5,160,2,2
800000,4,120,1,2
350000,2,76,1,2
465000,4,115,1,1
195000,2,50,1,0
330000,3,97,2,2
72000,2,57,1,0
670000,4,90,1,3
580000,3,95,2,50
309000,4,120,2,3
270000,3,100,2,0
269000,4,120,2,6
309000,6,200,2,2
160000,4,105,2,6
255000,4,103,2,3
359000,3,95,2,1
170000,3,90,2,1
235000,3,72,1,2
399000,3,105,2,2
235000,5,124,2,1
135000,1,40,1,2
450000,3,85,2,2
129000,2,52,1,1
319000,3,80,2,3
145000,3,60,1,2
480000,3,110,1,2
188000,1,36,1,5
342000,4,110,2,4
150000,2,45,1,-1
159000,4,120,2,2
590000,6,164,4,0
3500000,4,200,2,50
440000,3,80,1,2
315000,2,81,1,3
205000,2,55,1,2
430000,4,125,2,50
235000,2,60,1,9
290000,3,65,1,0
255000,2,60,1,2
230000,4,107,2,0
160000,3,90,1,1
750000,3,119,1,2
199000,3,74,1,1
199000,3,110,1,3
320000,3,100,2,0
765000,4,150,2,3
200000,2,61,1,0
308000,3,80,2,3
219000,3,75,1,50
309000,3,108,1,50
175000,2,45,1,1
70000,1,37,1,0.5
386000,3,117,2,3
160000,4,100,2,-1
495000,2,70,1,2
350000,3,80,1,50
390000,4,110,2,4
169000,2,60,1,0
275000,3,94,1,2
2000000,3,165,2,1
255000,2,50,1,0.5
830000,6,170,2,2
299000,3,125,2,8
2500000,6,290,3,4
790000,6,200,2,2
267000,3,90,2,1
150000,3,75,1,1
135000,3,55,1,1
139000,2,73,1,1
520000,5,140,2,0
850000,6,250,3,50
720000,5,207,3,1
189000,3,72,1,0
195000,3,110,2,2
135000,2,65,1,3
330000,3,94,2,1
215000,2,50,1,7
219000,1,48,1,0
175000,3,70,1,0
92000,1,25,1,0
250000,3,75,1,5
630000,5,140,2,2
67000,1,33,1,0
269000,3,80,1,1
440000,3,80,1,2
555000,6,205,3,0
1350000,3,189,2,3
169000,2,60,1,2
900000,4,131,2,5
296000,3,95,1,5
225000,3,85,1,1
990000,6,170,3,6
210000,2,55,1,0.5
785000,3,110,2,2
246000,1,47,1,5
345000,2,75,1,1
730000,4,120,3,1
290000,3,200,2,0
322000,3,89,1,0
374000,4,99,2,1
397000,4,93,2,2
360000,3,73,2,0
335000,3,79,2,1
310000,3,110,2,4
175000,2,157,1,0
265000,3,110,2,1
135000,3,65,1,1
420000,3,100,1,0
198000,2,60,1,6
415000,4,131,2,1
229000,4,105,1,1
229000,5,140,2,3
330000,4,100,2,1
480000,3,120,1,50
199000,3,75,1,50
600000,4,140,2,1
205000,3,75,2,1
150000,2,60,1,1
175000,3,65,1,1
480000,3,110,2,6
94000,2,58,1,-1
109000,2,50,1,0
169000,4,100,2,0.5
94000,2,58,1,-1
635000,5,190,3,3
245000,4,93,1,50
270000,3,75,1,5
255000,3,85,2,2
290000,3,120,2,3
269000,3,92,2,1
259000,3,80,1,7
289000,3,74,1,0
155000,2,55,1,1
270000,5,105,2,1
349000,5,131,2,6
289000,3,82,1,50
299000,5,105,2,2
219000,3,88,1,7
245000,2,74,1,0.5
495000,3,119,2,3
379000,3,97,2,0
590000,3,120,2,6
390000,5,168,2,2
210000,2,60,1,2
225000,3,84,2,0
354000,2,87,1,50
645000,6,147,3,50
500000,5,160,3,3
289000,3,105,1,0.5
239000,2,65,1,6
258000,4,90,1,2
229000,3,80,1,0.5
99000,2,30,1,0
750000,3,130,1,1
599000,6,185,2,3
189999,4,125,1,1
300000,3,85,1,3
335000,3,99,2,1
149000,3,70,1,1
139000,2,52,1,0
89000,2,45,1,50
139000,2,55,1,0
158000,3,65,1,2
258000,2,66,1,3
289000,4,137,2,5
280000,3,85,2,5
150000,1,40,1,3
229000,6,75,2,3
179000,2,60,1,3
269000,3,105,1,50
218000,2,55,1,3
350000,3,110,1,50
239000,2,55,1,0.5
169000,3,85,1,2
395000,4,115,2,2
220000,2,50,1,1
350000,4,95,1,0.5
239000,3,83,1,0
270000,2,75,1,0.5
155000,3,85,2,3
295000,3,75,2,50
139000,3,62,1,0
390000,3,110,2,0
179000,2,75,1,1
159000,1,46,1,0
340000,4,123,1,4
349000,4,130,2,4
870000,5,298,3,4
690000,6,182,3,1
1250000,6,185,2,4
209000,2,65,1,0
599000,6,160,2,1
365000,3,118,2,0
135000,2,40,1,4
159000,2,55,1,2
369000,4,100,2,3
190000,2,50,1,0
180000,2,67,1,0
599000,6,261,4,0
245000,3,90,2,1
199000,4,105,2,1
335000,3,120,2,-1
225000,3,75,2,0.5
259000,4,125,3,2
450000,3,105,2,2
219000,3,75,1,1
199000,3,85,2,3
119000,2,70,1,0
295000,3,92,1,4
175000,3,95,1,5
259000,3,90,1,5
222000,3,80,1,0.5
320000,3,95,2,0.5
149000,2,60,1,2
95000,3,55,1,0.5
269000,3,72,1,1
219000,3,85,1,1
240000,3,100,1,4
295000,3,95,2,2
398000,3,90,2,50
295000,3,80,1,5
185000,2,70,1,1
215000,3,80,2,1
215000,5,115,2,3
210000,3,83,1,4
395000,3,90,2,0
185000,2,50,1,3
690000,5,150,1,3
195000,3,54,1,5
275000,3,80,1,1
299000,3,90,2,0
335000,4,122,2,7
265000,3,90,1,1
240000,3,95,2,2
340000,2,65,1,0
125000,3,70,1,2
530000,3,110,1,2
350000,2,65,1,0
175000,2,65,1,7
98000,2,60,1,0
409000,4,90,1,0.5
630000,5,144,2,2
210000,2,46,1,2
650000,4,125,2,4
210000,3,75,1,0
1390000,4,230,2,50
269000,4,105,2,2
140000,2,50,1,5
249000,3,84,1,8
269000,3,80,2,2
330000,3,100,2,0
290000,3,65,1,1
730000,5,132,3,0
139000,3,75,1,2
90000,1,27,1,0
279000,4,132,1,4
209000,3,95,1,1
329000,3,106,1,1
389000,4,124,2,50
225000,3,90,2,1
630000,3,80,1,4
109000,2,50,1,2
950000,6,240,2,50
280000,3,75,1,0
850000,3,150,2,50
235000,3,95,1,2
365000,4,112,2,1
490000,3,98,2,50
195000,2,65,1,7
380000,4,130,2,3
299000,3,90,2,3
195000,3,70,1,0
199000,4,85,2,1
145000,2,50,1,2
440000,5,150,3,0
269000,3,80,1,2
440000,4,125,2,2
152000,2,55,1,50
625000,6,165,2,4
160000,2,64,1,0
673000,2,74,1,2
325000,2,70,2,1
350000,5,130,2,0
145000,3,73,1,0.5
199000,4,100,1,4
650000,4,230,3,1
210000,2,83,1,2
374000,3,91,2,3
135000,2,55,1,3
189000,3,77,1,2
880000,6,222,3,50
295000,3,87,2,8
349000,3,117,1,4
265000,4,90,1,4
100000,2,50,1,1
270000,2,56,1,5
179000,2,59,1,0
190000,2,92,1,4
179000,2,49,1,1
239000,2,66,1,2
850000,4,147,2,2
159000,3,85,1,3
229000,3,75,1,0
399000,4,125,2,2
309000,4,100,2,50
559000,5,142,2,3
465000,4,120,2,5
465000,3,115,1,6
299000,3,95,1,50
350000,5,140,2,1
1045000,5,226,2,4
260000,2,57,1,1
700000,5,112,2,0.5
129000,2,52,1,1
269000,3,100,1,1
354000,3,110,1,1
229000,3,80,1,-1
229000,3,65,1,4
349000,3,117,1,4
239000,2,68,1,0
189000,2,64,1,4
780000,3,80,1,3
159000,3,70,1,1
112000,2,64,1,50
215000,2,70,1,5
360000,6,120,2,50
390000,4,99,1,3
198000,3,85,1,3
179000,2,75,2,8
465000,5,132,2,2
225000,3,105,2,1
245000,4,87,1,0
210000,2,65,1,0
400000,3,95,2,3
259000,4,120,2,4
225000,2,85,1,0
399000,3,115,2,3
150000,2,50,1,1
530000,5,76,3,0.5
99000,2,51,1,1
229000,2,50,1,-1
219000,2,65,1,1
175000,2,67,1,1
620000,4,180,3,5
699000,6,191,3,0.5
199000,3,101,2,1
3890000,6,440,4,50
169000,3,78,1,1
220000,3,88,1,4
215000,2,65,1,6
430000,2,50,1,50
269000,4,130,2,2
79000,2,35,1,2
110000,1,40,1,1
560000,5,150,2,3
438000,5,120,2,0.5
105000,2,43,1,0.5
288000,4,115,2,5
389000,3,100,2,6
98000,2,45,1,2
479000,3,130,2,4
850000,5,113,2,50
255000,3,80,1,5
145000,2,45,1,3
468000,3,122,1,50
1150000,4,186,2,50
469000,4,110,2,0.5
649000,5,150,2,50
590000,5,166,3,1
499000,3,150,2,4
199000,2,65,1,0
329000,3,90,1,1
640000,4,112,1,5
390000,3,86,2,3
240000,3,71,1,1
500000,3,100,2,4
1090000,6,321,4,4
110000,2,75,1,1
125000,2,55,1,2
315000,2,65,1,1
205000,3,81,1,3
980000,6,183,3,4
630000,2,69,1,2
275000,3,75,1,-1
269000,4,93,1,1
495000,4,145,2,1
169000,3,70,1,0.5
169000,3,74,1,2
210000,3,82,1,2
650000,5,195,3,3
219000,3,71,1,0.5
790000,6,157,1,4
80000,1,51,1,6
315000,4,139,2,2
135000,2,79,1,2
800000,4,128,2,3
450000,3,95,1,3
178000,3,70,1,3
550000,6,180,2,3
595000,3,110,2,6
389000,3,106,1,1
398000,4,125,2,3
190000,3,84,1,2
265000,3,105,2,5
350000,3,81,1,0
239000,3,90,1,4
349000,3,130,2,5
455000,5,116,2,2
290000,3,81,1,0
69000,2,50,1,0
1250000,5,170,3,4
249000,3,90,1,6
380000,3,100,1,3
355000,3,95,2,4
69000,1,35,1,0.5
219000,3,72,1,50
189000,3,65,1,4
360000,3,94,2,4
790000,4,132,2,3
171000,3,76,1,2
220000,3,100,1,1
330000,3,95,1,0.5
158000,2,57,1,0
249000,3,65,1,1
229000,2,68,1,0
417000,4,120,2,1
315000,4,130,2,2
119000,2,60,1,1
395000,3,100,1,3
